"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","867","Get credit cards with default quantity","","Sun Jan 11 19:52:51 UTC 2026","passed","Sun Jan 11 19:52:52 UTC 2026","","Credit Card Management API","Get credit cards with default quantity",""
"","981","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 19:53:33 UTC 2026","passed","Sun Jan 11 19:53:34 UTC 2026","","Place Management API","Verify maximum quantity limit is capped at 1000",""
"","1129","Get images with default quantity","","Sun Jan 11 19:53:02 UTC 2026","passed","Sun Jan 11 19:53:03 UTC 2026","","Image Management API","Get images with default quantity",""
"","1282","Verify product data structure","","Sun Jan 11 19:53:40 UTC 2026","passed","Sun Jan 11 19:53:41 UTC 2026","","Product Management API","Verify product data structure",""
"","1770","Verify default quantity for negative quantity","","Sun Jan 11 19:53:00 UTC 2026","passed","Sun Jan 11 19:53:01 UTC 2026","","Credit Card Management API","Verify default quantity for negative quantity",""
"","1105","Get persons by gender","","Sun Jan 11 19:53:14 UTC 2026","passed","Sun Jan 11 19:53:15 UTC 2026","","Person Management API","Get persons by gender",""
"","833","Invalid endpoint returns 404","","Sun Jan 11 19:53:24 UTC 2026","passed","Sun Jan 11 19:53:25 UTC 2026","","Person Management API","Invalid endpoint returns 404",""
"","1281","Verify company data structure","","Sun Jan 11 19:52:40 UTC 2026","passed","Sun Jan 11 19:52:42 UTC 2026","","Company Management API","Verify company data structure",""
"","1056","Verify all products have required fields","","Sun Jan 11 19:53:41 UTC 2026","passed","Sun Jan 11 19:53:42 UTC 2026","","Product Management API","Verify all products have required fields",""
"","742","Invalid endpoint returns 404","","Sun Jan 11 19:54:11 UTC 2026","passed","Sun Jan 11 19:54:11 UTC 2026","","User Management API","Invalid endpoint returns 404",""
"","871","Get users with seed parameter for consistency","","Sun Jan 11 19:54:05 UTC 2026","passed","Sun Jan 11 19:54:06 UTC 2026","","User Management API","Get users with seed parameter for consistency",""
"","972","Verify book data structure","","Sun Jan 11 19:52:26 UTC 2026","passed","Sun Jan 11 19:52:27 UTC 2026","","Book Management API","Verify book data structure",""
"","873","Get places with default quantity","","Sun Jan 11 19:53:25 UTC 2026","passed","Sun Jan 11 19:53:26 UTC 2026","","Place Management API","Get places with default quantity",""
"","1148","Get places with various quantities","","Sun Jan 11 19:53:28 UTC 2026","passed","Sun Jan 11 19:53:29 UTC 2026","","Place Management API","Get places with various quantities",""
"","1031","Get places with various quantities","","Sun Jan 11 19:53:26 UTC 2026","passed","Sun Jan 11 19:53:27 UTC 2026","","Place Management API","Get places with various quantities",""
"","1124","Get texts with default quantity","","Sun Jan 11 19:53:46 UTC 2026","passed","Sun Jan 11 19:53:48 UTC 2026","","Text Content Management API","Get texts with default quantity",""
"","951","Get users with various locales","","Sun Jan 11 19:54:02 UTC 2026","passed","Sun Jan 11 19:54:03 UTC 2026","","User Management API","Get users with various locales",""
"","849","Verify default quantity for zero quantity","","Sun Jan 11 19:53:34 UTC 2026","passed","Sun Jan 11 19:53:34 UTC 2026","","Place Management API","Verify default quantity for zero quantity",""
"","912","Verify all addresses have required fields and coordinates","","Sun Jan 11 19:52:17 UTC 2026","passed","Sun Jan 11 19:52:18 UTC 2026","","Address Management API","Verify all addresses have required fields and coordinates",""
"","968","Get addresses with various quantities","","Sun Jan 11 19:52:13 UTC 2026","passed","Sun Jan 11 19:52:14 UTC 2026","","Address Management API","Get addresses with various quantities",""
"","967","Get images with various quantities","","Sun Jan 11 19:53:04 UTC 2026","passed","Sun Jan 11 19:53:05 UTC 2026","","Image Management API","Get images with various quantities",""
"","998","Get products with various quantities","","Sun Jan 11 19:53:38 UTC 2026","passed","Sun Jan 11 19:53:39 UTC 2026","","Product Management API","Get products with various quantities",""
"","1389","Get books with various quantities","","Sun Jan 11 19:52:25 UTC 2026","passed","Sun Jan 11 19:52:26 UTC 2026","","Book Management API","Get books with various quantities",""
"","851","Get users with various locales","","Sun Jan 11 19:54:00 UTC 2026","passed","Sun Jan 11 19:54:01 UTC 2026","","User Management API","Get users with various locales",""
"","1106","Verify API accepts any gender value","","Sun Jan 11 19:53:23 UTC 2026","passed","Sun Jan 11 19:53:24 UTC 2026","","Person Management API","Verify API accepts any gender value",""
"","1357","Verify default quantity for string quantity","","Sun Jan 11 19:53:54 UTC 2026","passed","Sun Jan 11 19:53:55 UTC 2026","","Text Content Management API","Verify default quantity for string quantity",""
"","903","Get places with various quantities","","Sun Jan 11 19:53:27 UTC 2026","passed","Sun Jan 11 19:53:28 UTC 2026","","Place Management API","Get places with various quantities",""
"","2096","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 19:54:08 UTC 2026","passed","Sun Jan 11 19:54:10 UTC 2026","","User Management API","Verify maximum quantity limit is capped at 1000",""
"","1057","Verify default quantity returned for invalid quantity","","Sun Jan 11 19:52:34 UTC 2026","passed","Sun Jan 11 19:52:35 UTC 2026","","Book Management API","Verify default quantity returned for invalid quantity",""
"","841","Verify person data structure","","Sun Jan 11 19:53:16 UTC 2026","passed","Sun Jan 11 19:53:17 UTC 2026","","Person Management API","Verify person data structure",""
"","2648","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 19:53:42 UTC 2026","passed","Sun Jan 11 19:53:45 UTC 2026","","Product Management API","Verify maximum quantity limit is capped at 1000",""
"","736","Invalid endpoint returns 404","","Sun Jan 11 19:53:46 UTC 2026","passed","Sun Jan 11 19:53:46 UTC 2026","","Product Management API","Invalid endpoint returns 404",""
"","1083","Get books with various quantities","","Sun Jan 11 19:52:22 UTC 2026","passed","Sun Jan 11 19:52:23 UTC 2026","","Book Management API","Get books with various quantities",""
"","987","Verify text data structure and required fields","","Sun Jan 11 19:53:51 UTC 2026","passed","Sun Jan 11 19:53:52 UTC 2026","","Text Content Management API","Verify text data structure and required fields",""
"","854","Get images with various quantities","","Sun Jan 11 19:53:05 UTC 2026","passed","Sun Jan 11 19:53:06 UTC 2026","","Image Management API","Get images with various quantities",""
"","921","Verify all users have valid data formats","","Sun Jan 11 19:54:07 UTC 2026","passed","Sun Jan 11 19:54:08 UTC 2026","","User Management API","Verify all users have valid data formats",""
"","2188","Verify all places have valid coordinates","","Sun Jan 11 19:53:30 UTC 2026","passed","Sun Jan 11 19:53:33 UTC 2026","","Place Management API","Verify all places have valid coordinates",""
"","913","Verify default quantity returned for invalid quantity","","Sun Jan 11 19:53:45 UTC 2026","passed","Sun Jan 11 19:53:46 UTC 2026","","Product Management API","Verify default quantity returned for invalid quantity",""
"","2020","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 19:53:52 UTC 2026","passed","Sun Jan 11 19:53:54 UTC 2026","","Text Content Management API","Verify maximum quantity limit is capped at 1000",""
"","1254","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 19:53:08 UTC 2026","passed","Sun Jan 11 19:53:09 UTC 2026","","Image Management API","Verify maximum quantity limit is capped at 1000",""
"","962","Get users with various quantities","","Sun Jan 11 19:53:57 UTC 2026","passed","Sun Jan 11 19:53:58 UTC 2026","","User Management API","Get users with various quantities",""
"","880","Get persons with birthday boundary","","Sun Jan 11 19:53:19 UTC 2026","passed","Sun Jan 11 19:53:20 UTC 2026","","Person Management API","Get persons with birthday boundary",""
"","836","Get products with various quantities","","Sun Jan 11 19:53:37 UTC 2026","passed","Sun Jan 11 19:53:38 UTC 2026","","Product Management API","Get products with various quantities",""
"","1684","Get users with various quantities","","Sun Jan 11 19:53:59 UTC 2026","passed","Sun Jan 11 19:54:00 UTC 2026","","User Management API","Get users with various quantities",""
"","840","Verify all persons have valid data formats","","Sun Jan 11 19:53:18 UTC 2026","passed","Sun Jan 11 19:53:19 UTC 2026","","Person Management API","Verify all persons have valid data formats",""
"","1025","Get companies with various quantities","","Sun Jan 11 19:52:38 UTC 2026","passed","Sun Jan 11 19:52:39 UTC 2026","","Company Management API","Get companies with various quantities",""
"","964","Get persons with birthday range","","Sun Jan 11 19:53:15 UTC 2026","passed","Sun Jan 11 19:53:16 UTC 2026","","Person Management API","Get persons with birthday range",""
"","1341","Get books with various quantities","","Sun Jan 11 19:52:23 UTC 2026","passed","Sun Jan 11 19:52:25 UTC 2026","","Book Management API","Get books with various quantities",""
"","898","Get users with various locales","","Sun Jan 11 19:54:01 UTC 2026","passed","Sun Jan 11 19:54:02 UTC 2026","","User Management API","Get users with various locales",""
"","882","Invalid endpoint returns 404","","Sun Jan 11 19:53:01 UTC 2026","passed","Sun Jan 11 19:53:02 UTC 2026","","Credit Card Management API","Invalid endpoint returns 404",""
"","837","Verify credit card data structure","","Sun Jan 11 19:52:57 UTC 2026","passed","Sun Jan 11 19:52:58 UTC 2026","","Credit Card Management API","Verify credit card data structure",""
"","2746","Get addresses with default quantity","","Sun Jan 11 19:52:10 UTC 2026","passed","Sun Jan 11 19:52:13 UTC 2026","","Address Management API","Get addresses with default quantity",""
"","844","Verify image data structure and required fields","","Sun Jan 11 19:53:06 UTC 2026","passed","Sun Jan 11 19:53:07 UTC 2026","","Image Management API","Verify image data structure and required fields",""
"","870","Verify default quantity returned for zero quantity","","Sun Jan 11 19:52:20 UTC 2026","passed","Sun Jan 11 19:52:20 UTC 2026","","Address Management API","Verify default quantity returned for zero quantity",""
"","872","Verify all books have required fields","","Sun Jan 11 19:52:27 UTC 2026","passed","Sun Jan 11 19:52:28 UTC 2026","","Book Management API","Verify all books have required fields",""
"","1559","Get addresses with various quantities","","Sun Jan 11 19:52:14 UTC 2026","passed","Sun Jan 11 19:52:15 UTC 2026","","Address Management API","Get addresses with various quantities",""
