"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2427","Get places with various quantities","","Sun Jan 11 20:10:18 UTC 2026","passed","Sun Jan 11 20:10:21 UTC 2026","","Place Management API","Get places with various quantities",""
"","1151","Get products with various quantities","","Sun Jan 11 20:10:35 UTC 2026","passed","Sun Jan 11 20:10:36 UTC 2026","","Product Management API","Get products with various quantities",""
"","1223","Get texts with default quantity","","Sun Jan 11 20:10:50 UTC 2026","passed","Sun Jan 11 20:10:51 UTC 2026","","Text Content Management API","Get texts with default quantity",""
"","2097","Verify default quantity returned for invalid quantity","","Sun Jan 11 20:10:47 UTC 2026","passed","Sun Jan 11 20:10:49 UTC 2026","","Product Management API","Verify default quantity returned for invalid quantity",""
"","1202","Get persons by gender","","Sun Jan 11 20:09:52 UTC 2026","passed","Sun Jan 11 20:09:53 UTC 2026","","Person Management API","Get persons by gender",""
"","4795","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:10:10 UTC 2026","passed","Sun Jan 11 20:10:15 UTC 2026","","Person Management API","Verify maximum quantity limit is capped at 1000",""
"","793","Get credit cards with default quantity","","Sun Jan 11 20:09:22 UTC 2026","passed","Sun Jan 11 20:09:23 UTC 2026","","Credit Card Management API","Get credit cards with default quantity",""
"","1922","Get addresses with various quantities","","Sun Jan 11 20:08:26 UTC 2026","passed","Sun Jan 11 20:08:28 UTC 2026","","Address Management API","Get addresses with various quantities",""
"","925","Get images with various quantities","","Sun Jan 11 20:09:36 UTC 2026","passed","Sun Jan 11 20:09:37 UTC 2026","","Image Management API","Get images with various quantities",""
"","1016","Get products with price range and tax parameters","","Sun Jan 11 20:10:36 UTC 2026","passed","Sun Jan 11 20:10:37 UTC 2026","","Product Management API","Get products with price range and tax parameters",""
"","1478","Get persons with default quantity","","Sun Jan 11 20:09:51 UTC 2026","passed","Sun Jan 11 20:09:52 UTC 2026","","Person Management API","Get persons with default quantity",""
"","2002","Verify place data structure and coordinates","","Sun Jan 11 20:10:24 UTC 2026","passed","Sun Jan 11 20:10:26 UTC 2026","","Place Management API","Verify place data structure and coordinates",""
"","3537","Get persons with birthday boundary","","Sun Jan 11 20:10:04 UTC 2026","passed","Sun Jan 11 20:10:08 UTC 2026","","Person Management API","Get persons with birthday boundary",""
"","2665","Get books with various quantities","","Sun Jan 11 20:08:43 UTC 2026","passed","Sun Jan 11 20:08:45 UTC 2026","","Book Management API","Get books with various quantities",""
"","1003","Verify address data structure","","Sun Jan 11 20:08:30 UTC 2026","passed","Sun Jan 11 20:08:31 UTC 2026","","Address Management API","Verify address data structure",""
"","1569","Verify API accepts any seed value","","Sun Jan 11 20:09:18 UTC 2026","passed","Sun Jan 11 20:09:19 UTC 2026","","Company Management API","Verify API accepts any seed value",""
"","1359","Get companies with default quantity","","Sun Jan 11 20:08:58 UTC 2026","passed","Sun Jan 11 20:08:59 UTC 2026","","Company Management API","Get companies with default quantity",""
"","1173","Get users with various locales","","Sun Jan 11 20:11:14 UTC 2026","passed","Sun Jan 11 20:11:15 UTC 2026","","User Management API","Get users with various locales",""
"","1636","Get credit cards with various quantities","","Sun Jan 11 20:09:23 UTC 2026","passed","Sun Jan 11 20:09:25 UTC 2026","","Credit Card Management API","Get credit cards with various quantities",""
"","1272","Get books with various quantities","","Sun Jan 11 20:08:41 UTC 2026","passed","Sun Jan 11 20:08:43 UTC 2026","","Book Management API","Get books with various quantities",""
"","1369","Get places with default quantity","","Sun Jan 11 20:10:17 UTC 2026","passed","Sun Jan 11 20:10:18 UTC 2026","","Place Management API","Get places with default quantity",""
"","1319","Verify person address data","","Sun Jan 11 20:09:58 UTC 2026","passed","Sun Jan 11 20:09:59 UTC 2026","","Person Management API","Verify person address data",""
"","890","Invalid endpoint returns 404","","Sun Jan 11 20:09:34 UTC 2026","passed","Sun Jan 11 20:09:35 UTC 2026","","Credit Card Management API","Invalid endpoint returns 404",""
"","1633","Get places with various quantities","","Sun Jan 11 20:10:21 UTC 2026","passed","Sun Jan 11 20:10:22 UTC 2026","","Place Management API","Get places with various quantities",""
"","1467","Get persons by gender","","Sun Jan 11 20:09:53 UTC 2026","passed","Sun Jan 11 20:09:55 UTC 2026","","Person Management API","Get persons by gender",""
"","839","Verify default quantity returned for invalid quantity","","Sun Jan 11 20:11:21 UTC 2026","passed","Sun Jan 11 20:11:21 UTC 2026","","User Management API","Verify default quantity returned for invalid quantity",""
"","2414","Get addresses with various quantities","","Sun Jan 11 20:08:24 UTC 2026","passed","Sun Jan 11 20:08:26 UTC 2026","","Address Management API","Get addresses with various quantities",""
"","2125","Verify book data structure","","Sun Jan 11 20:08:45 UTC 2026","passed","Sun Jan 11 20:08:47 UTC 2026","","Book Management API","Verify book data structure",""
"","1683","Verify API accepts any gender value","","Sun Jan 11 20:10:15 UTC 2026","passed","Sun Jan 11 20:10:16 UTC 2026","","Person Management API","Verify API accepts any gender value",""
"","1525","Get companies with various quantities","","Sun Jan 11 20:09:01 UTC 2026","passed","Sun Jan 11 20:09:03 UTC 2026","","Company Management API","Get companies with various quantities",""
"","1787","Verify all companies have required fields","","Sun Jan 11 20:09:05 UTC 2026","passed","Sun Jan 11 20:09:07 UTC 2026","","Company Management API","Verify all companies have required fields",""
"","1117","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:10:27 UTC 2026","passed","Sun Jan 11 20:10:28 UTC 2026","","Place Management API","Verify maximum quantity limit is capped at 1000",""
"","1611","Get persons with birthday range","","Sun Jan 11 20:09:55 UTC 2026","passed","Sun Jan 11 20:09:56 UTC 2026","","Person Management API","Get persons with birthday range",""
"","11184","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:09:07 UTC 2026","passed","Sun Jan 11 20:09:18 UTC 2026","","Company Management API","Verify maximum quantity limit is capped at 1000",""
"","1630","Verify default quantity for negative quantity","","Sun Jan 11 20:09:33 UTC 2026","passed","Sun Jan 11 20:09:34 UTC 2026","","Credit Card Management API","Verify default quantity for negative quantity",""
"","1177","Get credit cards with various quantities","","Sun Jan 11 20:09:25 UTC 2026","passed","Sun Jan 11 20:09:26 UTC 2026","","Credit Card Management API","Get credit cards with various quantities",""
"","1763","Verify default quantity for zero quantity","","Sun Jan 11 20:10:28 UTC 2026","passed","Sun Jan 11 20:10:30 UTC 2026","","Place Management API","Verify default quantity for zero quantity",""
"","5313","Get addresses with default quantity","","Sun Jan 11 20:08:18 UTC 2026","passed","Sun Jan 11 20:08:24 UTC 2026","","Address Management API","Get addresses with default quantity",""
"","1383","Get users with various quantities","","Sun Jan 11 20:11:10 UTC 2026","passed","Sun Jan 11 20:11:12 UTC 2026","","User Management API","Get users with various quantities",""
"","1149","Get users with various quantities","","Sun Jan 11 20:11:09 UTC 2026","passed","Sun Jan 11 20:11:10 UTC 2026","","User Management API","Get users with various quantities",""
"","818","Verify all users have valid data formats","","Sun Jan 11 20:11:19 UTC 2026","passed","Sun Jan 11 20:11:19 UTC 2026","","User Management API","Verify all users have valid data formats",""
"","831","Get products with various quantities","","Sun Jan 11 20:10:33 UTC 2026","passed","Sun Jan 11 20:10:34 UTC 2026","","Product Management API","Get products with various quantities",""
"","868","Get companies with various quantities","","Sun Jan 11 20:09:01 UTC 2026","passed","Sun Jan 11 20:09:01 UTC 2026","","Company Management API","Get companies with various quantities",""
"","2168","Invalid endpoint returns 404","","Sun Jan 11 20:09:48 UTC 2026","passed","Sun Jan 11 20:09:51 UTC 2026","","Image Management API","Invalid endpoint returns 404",""
"","931","Get users with various locales","","Sun Jan 11 20:11:15 UTC 2026","passed","Sun Jan 11 20:11:16 UTC 2026","","User Management API","Get users with various locales",""
"","2735","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:33 UTC 2026","passed","Sun Jan 11 20:08:36 UTC 2026","","Address Management API","Verify maximum quantity limit is capped at 1000",""
"","6268","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:48 UTC 2026","passed","Sun Jan 11 20:08:55 UTC 2026","","Book Management API","Verify maximum quantity limit is capped at 1000",""
"","1094","Get users with various quantities","","Sun Jan 11 20:11:08 UTC 2026","passed","Sun Jan 11 20:11:09 UTC 2026","","User Management API","Get users with various quantities",""
"","1343","Get products with default quantity","","Sun Jan 11 20:10:32 UTC 2026","passed","Sun Jan 11 20:10:33 UTC 2026","","Product Management API","Get products with default quantity",""
"","765","Verify product data structure","","Sun Jan 11 20:10:37 UTC 2026","passed","Sun Jan 11 20:10:38 UTC 2026","","Product Management API","Verify product data structure",""
"","3047","Invalid endpoint returns 404","","Sun Jan 11 20:09:19 UTC 2026","passed","Sun Jan 11 20:09:22 UTC 2026","","Company Management API","Invalid endpoint returns 404",""
"","1536","Verify image data structure and required fields","","Sun Jan 11 20:09:40 UTC 2026","passed","Sun Jan 11 20:09:41 UTC 2026","","Image Management API","Verify image data structure and required fields",""
"","865","Verify all products have required fields","","Sun Jan 11 20:10:38 UTC 2026","passed","Sun Jan 11 20:10:39 UTC 2026","","Product Management API","Verify all products have required fields",""
"","635","Invalid endpoint returns 404","","Sun Jan 11 20:11:21 UTC 2026","passed","Sun Jan 11 20:11:22 UTC 2026","","User Management API","Invalid endpoint returns 404",""
"","1459","Get products with various quantities","","Sun Jan 11 20:10:34 UTC 2026","passed","Sun Jan 11 20:10:35 UTC 2026","","Product Management API","Get products with various quantities",""
"","2289","Get addresses with various quantities","","Sun Jan 11 20:08:28 UTC 2026","passed","Sun Jan 11 20:08:30 UTC 2026","","Address Management API","Get addresses with various quantities",""
"","1486","Get places with various quantities","","Sun Jan 11 20:10:22 UTC 2026","passed","Sun Jan 11 20:10:24 UTC 2026","","Place Management API","Get places with various quantities",""
"","1098","Invalid endpoint returns 404","","Sun Jan 11 20:08:37 UTC 2026","passed","Sun Jan 11 20:08:39 UTC 2026","","Address Management API","Invalid endpoint returns 404",""
"","3727","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:09:42 UTC 2026","passed","Sun Jan 11 20:09:46 UTC 2026","","Image Management API","Verify maximum quantity limit is capped at 1000",""
"","1117","Verify default quantity for string quantity","","Sun Jan 11 20:11:04 UTC 2026","passed","Sun Jan 11 20:11:06 UTC 2026","","Text Content Management API","Verify default quantity for string quantity",""
"","1812","Verify all credit cards have required fields","","Sun Jan 11 20:09:29 UTC 2026","passed","Sun Jan 11 20:09:31 UTC 2026","","Credit Card Management API","Verify all credit cards have required fields",""
"","1643","Get texts with various quantities","","Sun Jan 11 20:10:51 UTC 2026","passed","Sun Jan 11 20:10:53 UTC 2026","","Text Content Management API","Get texts with various quantities",""
"","839","Get users with seed parameter for consistency","","Sun Jan 11 20:11:17 UTC 2026","passed","Sun Jan 11 20:11:17 UTC 2026","","User Management API","Get users with seed parameter for consistency",""
"","1872","Verify all persons have required fields","","Sun Jan 11 20:10:08 UTC 2026","passed","Sun Jan 11 20:10:10 UTC 2026","","Person Management API","Verify all persons have required fields",""
"","765","Invalid endpoint returns 404","","Sun Jan 11 20:10:16 UTC 2026","passed","Sun Jan 11 20:10:17 UTC 2026","","Person Management API","Invalid endpoint returns 404",""
"","790","Get users with various locales","","Sun Jan 11 20:11:16 UTC 2026","passed","Sun Jan 11 20:11:17 UTC 2026","","User Management API","Get users with various locales",""
"","1244","Get images with various quantities","","Sun Jan 11 20:09:38 UTC 2026","passed","Sun Jan 11 20:09:40 UTC 2026","","Image Management API","Get images with various quantities",""
"","1534","Verify person data structure","","Sun Jan 11 20:09:56 UTC 2026","passed","Sun Jan 11 20:09:58 UTC 2026","","Person Management API","Verify person data structure",""
"","892","Invalid endpoint returns 404","","Sun Jan 11 20:10:49 UTC 2026","passed","Sun Jan 11 20:10:50 UTC 2026","","Product Management API","Invalid endpoint returns 404",""
"","1999","Get texts with various quantities","","Sun Jan 11 20:10:55 UTC 2026","passed","Sun Jan 11 20:10:57 UTC 2026","","Text Content Management API","Get texts with various quantities",""
"","815","Invalid endpoint returns 404","","Sun Jan 11 20:11:06 UTC 2026","passed","Sun Jan 11 20:11:06 UTC 2026","","Text Content Management API","Invalid endpoint returns 404",""
"","1745","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:09:31 UTC 2026","passed","Sun Jan 11 20:09:33 UTC 2026","","Credit Card Management API","Verify maximum quantity limit is capped at 1000",""
"","1109","Verify all images have required fields","","Sun Jan 11 20:09:41 UTC 2026","passed","Sun Jan 11 20:09:42 UTC 2026","","Image Management API","Verify all images have required fields",""
"","1435","Get companies with various quantities","","Sun Jan 11 20:08:59 UTC 2026","passed","Sun Jan 11 20:09:01 UTC 2026","","Company Management API","Get companies with various quantities",""
"","1381","Invalid endpoint returns 404","","Sun Jan 11 20:08:56 UTC 2026","passed","Sun Jan 11 20:08:58 UTC 2026","","Book Management API","Invalid endpoint returns 404",""
"","1620","Verify default quantity returned for invalid quantity","","Sun Jan 11 20:08:55 UTC 2026","passed","Sun Jan 11 20:08:56 UTC 2026","","Book Management API","Verify default quantity returned for invalid quantity",""
"","981","Verify all books have required fields","","Sun Jan 11 20:08:47 UTC 2026","passed","Sun Jan 11 20:08:48 UTC 2026","","Book Management API","Verify all books have required fields",""
"","7885","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:10:39 UTC 2026","passed","Sun Jan 11 20:10:47 UTC 2026","","Product Management API","Verify maximum quantity limit is capped at 1000",""
"","1815","Verify company data structure","","Sun Jan 11 20:09:03 UTC 2026","passed","Sun Jan 11 20:09:05 UTC 2026","","Company Management API","Verify company data structure",""
"","2207","Verify text data structure and required fields","","Sun Jan 11 20:10:57 UTC 2026","passed","Sun Jan 11 20:10:59 UTC 2026","","Text Content Management API","Verify text data structure and required fields",""
"","1291","Verify user data structure","","Sun Jan 11 20:11:17 UTC 2026","passed","Sun Jan 11 20:11:19 UTC 2026","","User Management API","Verify user data structure",""
"","1338","Get books with default quantity","","Sun Jan 11 20:08:39 UTC 2026","passed","Sun Jan 11 20:08:40 UTC 2026","","Book Management API","Get books with default quantity",""
"","2070","Get credit cards with various quantities","","Sun Jan 11 20:09:26 UTC 2026","passed","Sun Jan 11 20:09:28 UTC 2026","","Credit Card Management API","Get credit cards with various quantities",""
"","2050","Verify all addresses have required fields and coordinates","","Sun Jan 11 20:08:31 UTC 2026","passed","Sun Jan 11 20:08:33 UTC 2026","","Address Management API","Verify all addresses have required fields and coordinates",""
"","2295","Verify all persons have valid data formats","","Sun Jan 11 20:09:59 UTC 2026","passed","Sun Jan 11 20:10:02 UTC 2026","","Person Management API","Verify all persons have valid data formats",""
"","1495","Get books with various quantities","","Sun Jan 11 20:08:40 UTC 2026","passed","Sun Jan 11 20:08:41 UTC 2026","","Book Management API","Get books with various quantities",""
