"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","957","Invalid endpoint returns 404","","Sun Jan 11 19:56:36 UTC 2026","passed","Sun Jan 11 19:56:37 UTC 2026","","Address Management API","Invalid endpoint returns 404",""
"","1274","Get products with various quantities","","Sun Jan 11 19:58:04 UTC 2026","passed","Sun Jan 11 19:58:05 UTC 2026","","Product Management API","Get products with various quantities",""
"","1108","Verify person data structure","","Sun Jan 11 19:57:38 UTC 2026","passed","Sun Jan 11 19:57:39 UTC 2026","","Person Management API","Verify person data structure",""
"","1122","Get places with various quantities","","Sun Jan 11 19:57:50 UTC 2026","passed","Sun Jan 11 19:57:51 UTC 2026","","Place Management API","Get places with various quantities",""
"","1101","Get products with price range and tax parameters","","Sun Jan 11 19:58:07 UTC 2026","passed","Sun Jan 11 19:58:08 UTC 2026","","Product Management API","Get products with price range and tax parameters",""
"","1281","Verify place data structure and coordinates","","Sun Jan 11 19:57:54 UTC 2026","passed","Sun Jan 11 19:57:55 UTC 2026","","Place Management API","Verify place data structure and coordinates",""
"","1182","Verify default quantity returned for invalid quantity","","Sun Jan 11 19:56:48 UTC 2026","passed","Sun Jan 11 19:56:49 UTC 2026","","Book Management API","Verify default quantity returned for invalid quantity",""
"","1100","Get credit cards with various quantities","","Sun Jan 11 19:57:09 UTC 2026","passed","Sun Jan 11 19:57:10 UTC 2026","","Credit Card Management API","Get credit cards with various quantities",""
"","1110","Get images with various quantities","","Sun Jan 11 19:57:22 UTC 2026","passed","Sun Jan 11 19:57:23 UTC 2026","","Image Management API","Get images with various quantities",""
"","1144","Get images with default quantity","","Sun Jan 11 19:57:17 UTC 2026","passed","Sun Jan 11 19:57:19 UTC 2026","","Image Management API","Get images with default quantity",""
"","1061","Get companies with various quantities","","Sun Jan 11 19:56:52 UTC 2026","passed","Sun Jan 11 19:56:53 UTC 2026","","Company Management API","Get companies with various quantities",""
